Annual Severe Drought Likelihood - (Probability), Year, Model, Statistics, ISO3
0.59204, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, HND
0.1731, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, HND
0.09403, 2020-2039, miroc5, Annual Anomaly, HND
-0.0172, 2020-2039, miroc_esm_chem, Annual Anomaly, HND
0.19181, 2020-2039, miroc_esm, Annual Anomaly, HND
-0.0226, 2020-2039, mpi_esm_mr, Annual Anomaly, HND
0.11188, 2020-2039, mri_cgcm3, Annual Anomaly, HND
0.48462, 2020-2039, noresm1_m, Annual Anomaly, HND
0.17778, 2020-2039, access1_3, Annual Anomaly, HUN
0.08758, 2020-2039, bcc_csm1_1_m, Annual Anomaly, HUN
-0.0215, 2020-2039, bcc_csm1_1, Annual Anomaly, HUN
0.16728, 2020-2039, bnu_esm, Annual Anomaly, HUN
0.08367, 2020-2039, canesm2, Annual Anomaly, HUN
0.13978, 2020-2039, ccsm4, Annual Anomaly, HUN
0.33607, 2020-2039, cesm1_bgc, Annual Anomaly, HUN
0.02478, 2020-2039, cesm1_cam5, Annual Anomaly, HUN
0.05174, 2020-2039, cnrm_cm5, Annual Anomaly, HUN
0.22679, 2020-2039, csiro_mk3_6_0, Annual Anomaly, HUN
0.29731, 2020-2039, gfdl_cm3, Annual Anomaly, HUN
0.18572, 2020-2039, gfdl_esm2g, Annual Anomaly, HUN
0.17369, 2020-2039, gfdl_esm2m, Annual Anomaly, HUN
0.19906, 2020-2039, inmcm4, Annual Anomaly, HUN
0.15203, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, HUN
0.17359, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, HUN
0.02391, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, HUN
0.27594, 2020-2039, miroc5, Annual Anomaly, HUN
0.3604, 2020-2039, miroc_esm_chem, Annual Anomaly, HUN
0.11704, 2020-2039, miroc_esm, Annual Anomaly, HUN
-0.0517, 2020-2039, mpi_esm_mr, Annual Anomaly, HUN
0.17658, 2020-2039, mri_cgcm3, Annual Anomaly, HUN
0.03091, 2020-2039, noresm1_m, Annual Anomaly, HUN
0.15685, 2020-2039, access1_3, Annual Anomaly, ISL
-0.0327, 2020-2039, bcc_csm1_1_m, Annual Anomaly, ISL
0.06524, 2020-2039, bcc_csm1_1, Annual Anomaly, ISL
-0.0339, 2020-2039, bnu_esm, Annual Anomaly, ISL
-0.0247, 2020-2039, canesm2, Annual Anomaly, ISL
-0.0088, 2020-2039, ccsm4, Annual Anomaly, ISL
0.16633, 2020-2039, cesm1_bgc, Annual Anomaly, ISL
-0.0196, 2020-2039, cesm1_cam5, Annual Anomaly, ISL
0.00254, 2020-2039, cnrm_cm5, Annual Anomaly, ISL
0.10391, 2020-2039, csiro_mk3_6_0, Annual Anomaly, ISL
-0.012, 2020-2039, gfdl_cm3, Annual Anomaly, ISL
0.05724, 2020-2039, gfdl_esm2g, Annual Anomaly, ISL
0.06317, 2020-2039, gfdl_esm2m, Annual Anomaly, ISL
0.08854, 2020-2039, inmcm4, Annual Anomaly, ISL
-0.0309, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, ISL
-0.0071, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, ISL
-0.0105, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, ISL
0.24518, 2020-2039, miroc5, Annual Anomaly, ISL
0.05559, 2020-2039, miroc_esm_chem, Annual Anomaly, ISL
0.0804, 2020-2039, miroc_esm, Annual Anomaly, ISL
0.03324, 2020-2039, mpi_esm_mr, Annual Anomaly, ISL
0.17658, 2020-2039, mri_cgcm3, Annual Anomaly, ISL
0.14797, 2020-2039, noresm1_m, Annual Anomaly, ISL
0.08663, 2020-2039, access1_3, Annual Anomaly, IND
0.13945, 2020-2039, bcc_csm1_1_m, Annual Anomaly, IND
0.24112, 2020-2039, bcc_csm1_1, Annual Anomaly, IND
0.06375, 2020-2039, bnu_esm, Annual Anomaly, IND
0.06216, 2020-2039, canesm2, Annual Anomaly, IND
0.08826, 2020-2039, ccsm4, Annual Anomaly, IND
0.15173, 2020-2039, cesm1_bgc, Annual Anomaly, IND
0.14527, 2020-2039, cesm1_cam5, Annual Anomaly, IND
0.09812, 2020-2039, cnrm_cm5, Annual Anomaly, IND
0.11299, 2020-2039, csiro_mk3_6_0, Annual Anomaly, IND
0.07871, 2020-2039, gfdl_cm3, Annual Anomaly, IND
0.18849, 2020-2039, gfdl_esm2g, Annual Anomaly, IND
0.1969, 2020-2039, gfdl_esm2m, Annual Anomaly, IND
0.02955, 2020-2039, inmcm4, Annual Anomaly, IND
0.12978, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, IND
0.07494, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, IND
0.03992, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, IND
0.06673, 2020-2039, miroc5, Annual Anomaly, IND
0.1501, 2020-2039, miroc_esm_chem, Annual Anomaly, IND
0.13655, 2020-2039, miroc_esm, Annual Anomaly, IND
0.03457, 2020-2039, mpi_esm_mr, Annual Anomaly, IND
0.06879, 2020-2039, mri_cgcm3, Annual Anomaly, IND
0.06385, 2020-2039, noresm1_m, Annual Anomaly, IND
0.01613, 2020-2039, access1_3, Annual Anomaly, IDN
0.08096, 2020-2039, bcc_csm1_1_m, Annual Anomaly, IDN
0.08124, 2020-2039, bcc_csm1_1, Annual Anomaly, IDN
0.07694, 2020-2039, bnu_esm, Annual Anomaly, IDN
0.06398, 2020-2039, canesm2, Annual Anomaly, IDN
0.0475, 2020-2039, ccsm4, Annual Anomaly, IDN
0.05024, 2020-2039, cesm1_bgc, Annual Anomaly, IDN
0.00823, 2020-2039, cesm1_cam5, Annual Anomaly, IDN
0.02498, 2020-2039, cnrm_cm5, Annual Anomaly, IDN
0.03887, 2020-2039, csiro_mk3_6_0, Annual Anomaly, IDN
0.1058, 2020-2039, gfdl_cm3, Annual Anomaly, IDN
0.06254, 2020-2039, gfdl_esm2g, Annual Anomaly, IDN
0.03152, 2020-2039, gfdl_esm2m, Annual Anomaly, IDN
0.00399, 2020-2039, inmcm4, Annual Anomaly, IDN
-0.0096, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, IDN
0.09336, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, IDN
0.10578, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, IDN
0.01524, 2020-2039, miroc5, Annual Anomaly, IDN
0.06735, 2020-2039, miroc_esm_chem, Annual Anomaly, IDN
0.09356, 2020-2039, miroc_esm, Annual Anomaly, IDN
-0.0124, 2020-2039, mpi_esm_mr, Annual Anomaly, IDN
-0.0274, 2020-2039, mri_cgcm3, Annual Anomaly, IDN
-0.0037, 2020-2039, noresm1_m, Annual Anomaly, IDN
0.43914, 2020-2039, access1_3, Annual Anomaly, IRN
0.33947, 2020-2039, bcc_csm1_1_m, Annual Anomaly, IRN
0.25861, 2020-2039, bcc_csm1_1, Annual Anomaly, IRN
0.00284, 2020-2039, bnu_esm, Annual Anomaly, IRN
0.18178, 2020-2039, canesm2, Annual Anomaly, IRN
0.03071, 2020-2039, ccsm4, Annual Anomaly, IRN
0.2176, 2020-2039, cesm1_bgc, Annual Anomaly, IRN
0.11572, 2020-2039, cesm1_cam5, Annual Anomaly, IRN
0.11761, 2020-2039, cnrm_cm5, Annual Anomaly, IRN
0.4953, 2020-2039, csiro_mk3_6_0, Annual Anomaly, IRN
0.28947, 2020-2039, gfdl_cm3, Annual Anomaly, IRN
0.4642, 2020-2039, gfdl_esm2g, Annual Anomaly, IRN
0.13671, 2020-2039, gfdl_esm2m, Annual Anomaly, IRN
0.06593, 2020-2039, inmcm4, Annual Anomaly, IRN
0.48579, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, IRN
0.52446, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, IRN
0.30489, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, IRN
0.21779, 2020-2039, miroc5, Annual Anomaly, IRN
0.11817, 2020-2039, miroc_esm_chem, Annual Anomaly, IRN
0.28763, 2020-2039, miroc_esm, Annual Anomaly, IRN
0.33766, 2020-2039, mpi_esm_mr, Annual Anomaly, IRN
0.10155, 2020-2039, mri_cgcm3, Annual Anomaly, IRN
0.31304, 2020-2039, noresm1_m, Annual Anomaly, IRN
0.35947, 2020-2039, access1_3, Annual Anomaly, IRQ
0.54511, 2020-2039, bcc_csm1_1_m, Annual Anomaly, IRQ
0.35022, 2020-2039, bcc_csm1_1, Annual Anomaly, IRQ
-0.0025, 2020-2039, bnu_esm, Annual Anomaly, IRQ
0.45311, 2020-2039, canesm2, Annual Anomaly, IRQ
0.26399, 2020-2039, ccsm4, Annual Anomaly, IRQ
0.25421, 2020-2039, cesm1_bgc, Annual Anomaly, IRQ
0.08695, 2020-2039, cesm1_cam5, Annual Anomaly, IRQ
0.24025, 2020-2039, cnrm_cm5, Annual Anomaly, IRQ
0.27858, 2020-2039, csiro_mk3_6_0, Annual Anomaly, IRQ
0.4916, 2020-2039, gfdl_cm3, Annual Anomaly, IRQ
0.28353, 2020-2039, gfdl_esm2g, Annual Anomaly, IRQ
0.00751, 2020-2039, gfdl_esm2m, Annual Anomaly, IRQ
0.16306, 2020-2039, inmcm4, Annual Anomaly, IRQ
0.4689, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, IRQ
0.44714, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, IRQ
0.44932, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, IRQ
0.33354, 2020-2039, miroc5, Annual Anomaly, IRQ
0.16014, 2020-2039, miroc_esm_chem, Annual Anomaly, IRQ
0.40438, 2020-2039, miroc_esm, Annual Anomaly, IRQ
0.40005, 2020-2039, mpi_esm_mr, Annual Anomaly, IRQ
0.11572, 2020-2039, mri_cgcm3, Annual Anomaly, IRQ
0.23667, 2020-2039, noresm1_m, Annual Anomaly, IRQ
-0.0109, 2020-2039, access1_3, Annual Anomaly, IRL
0.15088, 2020-2039, bcc_csm1_1_m, Annual Anomaly, IRL
0.08904, 2020-2039, bcc_csm1_1, Annual Anomaly, IRL
0.01757, 2020-2039, bnu_esm, Annual Anomaly, IRL
-0.0189, 2020-2039, canesm2, Annual Anomaly, IRL
0.17885, 2020-2039, ccsm4, Annual Anomaly, IRL
0.08139, 2020-2039, cesm1_bgc, Annual Anomaly, IRL
0.04515, 2020-2039, cesm1_cam5, Annual Anomaly, IRL
0.34006, 2020-2039, cnrm_cm5, Annual Anomaly, IRL
0.00893, 2020-2039, csiro_mk3_6_0, Annual Anomaly, IRL
0.10602, 2020-2039, gfdl_cm3, Annual Anomaly, IRL
0.11176, 2020-2039, gfdl_esm2g, Annual Anomaly, IRL
-0.0016, 2020-2039, gfdl_esm2m, Annual Anomaly, IRL
0.19781, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, IRL
0.34443, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, IRL
0.04187, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, IRL
0.06849, 2020-2039, miroc5, Annual Anomaly, IRL
0.00657, 2020-2039, miroc_esm_chem, Annual Anomaly, IRL
0.25124, 2020-2039, miroc_esm, Annual Anomaly, IRL
0.08431, 2020-2039, mpi_esm_mr, Annual Anomaly, IRL
0.19179, 2020-2039, mri_cgcm3, Annual Anomaly, IRL
0.04354, 2020-2039, noresm1_m, Annual Anomaly, IRL
0.48801, 2020-2039, access1_3, Annual Anomaly, ISR
0.55398, 2020-2039, bcc_csm1_1_m, Annual Anomaly, ISR
0.4665, 2020-2039, bcc_csm1_1, Annual Anomaly, ISR
0.03163, 2020-2039, bnu_esm, Annual Anomaly, ISR
0.59066, 2020-2039, canesm2, Annual Anomaly, ISR
0.25229, 2020-2039, ccsm4, Annual Anomaly, ISR
0.36899, 2020-2039, cesm1_bgc, Annual Anomaly, ISR
0.13123, 2020-2039, cesm1_cam5, Annual Anomaly, ISR
0.1146, 2020-2039, cnrm_cm5, Annual Anomaly, ISR
0.10706, 2020-2039, csiro_mk3_6_0, Annual Anomaly, ISR
0.54748, 2020-2039, gfdl_cm3, Annual Anomaly, ISR
0.37801, 2020-2039, gfdl_esm2g, Annual Anomaly, ISR
0.00766, 2020-2039, gfdl_esm2m, Annual Anomaly, ISR
0.14374, 2020-2039, inmcm4, Annual Anomaly, ISR
0.21723, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, ISR
0.66636, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, ISR
0.50212, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, ISR
0.32814, 2020-2039, miroc5, Annual Anomaly, ISR
0.11897, 2020-2039, miroc_esm_chem, Annual Anomaly, ISR
0.52365, 2020-2039, miroc_esm, Annual Anomaly, ISR
0.20873, 2020-2039, mpi_esm_mr, Annual Anomaly, ISR
0.026, 2020-2039, mri_cgcm3, Annual Anomaly, ISR
0.52535, 2020-2039, noresm1_m, Annual Anomaly, ISR
0.2099, 2020-2039, access1_3, Annual Anomaly, ITA
0.25724, 2020-2039, bcc_csm1_1_m, Annual Anomaly, ITA
0.07855, 2020-2039, bcc_csm1_1, Annual Anomaly, ITA
0.11153, 2020-2039, bnu_esm, Annual Anomaly, ITA
0.10063, 2020-2039, canesm2, Annual Anomaly, ITA
0.1144, 2020-2039, ccsm4, Annual Anomaly, ITA
0.37251, 2020-2039, cesm1_bgc, Annual Anomaly, ITA
0.11388, 2020-2039, cesm1_cam5, Annual Anomaly, ITA
0.07885, 2020-2039, cnrm_cm5, Annual Anomaly, ITA
0.42231, 2020-2039, csiro_mk3_6_0, Annual Anomaly, ITA
0.57574, 2020-2039, gfdl_cm3, Annual Anomaly, ITA
0.1455, 2020-2039, gfdl_esm2g, Annual Anomaly, ITA
0.10398, 2020-2039, gfdl_esm2m, Annual Anomaly, ITA
0.25503, 2020-2039, inmcm4, Annual Anomaly, ITA
0.11084, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, ITA
0.19337, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, ITA
0.09882, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, ITA
0.141, 2020-2039, miroc5, Annual Anomaly, ITA
0.17925, 2020-2039, miroc_esm_chem, Annual Anomaly, ITA
0.33463, 2020-2039, miroc_esm, Annual Anomaly, ITA
0.13829, 2020-2039, mpi_esm_mr, Annual Anomaly, ITA
-0.0019, 2020-2039, mri_cgcm3, Annual Anomaly, ITA
0.0938, 2020-2039, noresm1_m, Annual Anomaly, ITA
0.39991, 2020-2039, access1_3, Annual Anomaly, JAM
0.39947, 2020-2039, bcc_csm1_1_m, Annual Anomaly, JAM
0.50026, 2020-2039, bcc_csm1_1, Annual Anomaly, JAM
0.05026, 2020-2039, bnu_esm, Annual Anomaly, JAM
0.04991, 2020-2039, canesm2, Annual Anomaly, JAM
0.19991, 2020-2039, ccsm4, Annual Anomaly, JAM
0.39964, 2020-2039, cesm1_bgc, Annual Anomaly, JAM
0.34938, 2020-2039, cesm1_cam5, Annual Anomaly, JAM
0.05035, 2020-2039, cnrm_cm5, Annual Anomaly, JAM
0.09991, 2020-2039, csiro_mk3_6_0, Annual Anomaly, JAM
0.10043, 2020-2039, gfdl_cm3, Annual Anomaly, JAM
0.20026, 2020-2039, gfdl_esm2g, Annual Anomaly, JAM
-0.0499, 2020-2039, gfdl_esm2m, Annual Anomaly, JAM
0.05052, 2020-2039, inmcm4, Annual Anomaly, JAM
0.34964, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, JAM
0.64956, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, JAM
0.19947, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, JAM
-0.0996, 2020-2039, miroc5, Annual Anomaly, JAM
0.25008, 2020-2039, miroc_esm_chem, Annual Anomaly, JAM
0.09991, 2020-2039, miroc_esm, Annual Anomaly, JAM
0.59929, 2020-2039, mri_cgcm3, Annual Anomaly, JAM
0.25, 2020-2039, noresm1_m, Annual Anomaly, JAM
0.0754, 2020-2039, access1_3, Annual Anomaly, JPN
0.01313, 2020-2039, bcc_csm1_1_m, Annual Anomaly, JPN
0.08698, 2020-2039, bcc_csm1_1, Annual Anomaly, JPN
0.05615, 2020-2039, bnu_esm, Annual Anomaly, JPN
-0.009, 2020-2039, canesm2, Annual Anomaly, JPN
0.07925, 2020-2039, ccsm4, Annual Anomaly, JPN
0.05166, 2020-2039, cesm1_bgc, Annual Anomaly, JPN
0.03829, 2020-2039, cesm1_cam5, Annual Anomaly, JPN
0.11585, 2020-2039, cnrm_cm5, Annual Anomaly, JPN
0.07754, 2020-2039, csiro_mk3_6_0, Annual Anomaly, JPN
-0.0253, 2020-2039, gfdl_cm3, Annual Anomaly, JPN
0.03147, 2020-2039, gfdl_esm2g, Annual Anomaly, JPN
9.4E-4, 2020-2039, gfdl_esm2m, Annual Anomaly, JPN
0.06822, 2020-2039, inmcm4, Annual Anomaly, JPN
0.03582, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, JPN
0.14206, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, JPN
0.15353, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, JPN
0.13675, 2020-2039, miroc5, Annual Anomaly, JPN
0.10158, 2020-2039, miroc_esm_chem, Annual Anomaly, JPN
0.13141, 2020-2039, miroc_esm, Annual Anomaly, JPN
0.05885, 2020-2039, mpi_esm_mr, Annual Anomaly, JPN
0.07803, 2020-2039, mri_cgcm3, Annual Anomaly, JPN
0.23541, 2020-2039, noresm1_m, Annual Anomaly, JPN
0.60747, 2020-2039, access1_3, Annual Anomaly, JOR
0.65099, 2020-2039, bcc_csm1_1_m, Annual Anomaly, JOR
0.38312, 2020-2039, bcc_csm1_1, Annual Anomaly, JOR
0.06111, 2020-2039, bnu_esm, Annual Anomaly, JOR
0.57015, 2020-2039, canesm2, Annual Anomaly, JOR
0.2249, 2020-2039, ccsm4, Annual Anomaly, JOR
0.37081, 2020-2039, cesm1_bgc, Annual Anomaly, JOR
0.12956, 2020-2039, cesm1_cam5, Annual Anomaly, JOR
0.19416, 2020-2039, cnrm_cm5, Annual Anomaly, JOR
0.141, 2020-2039, csiro_mk3_6_0, Annual Anomaly, JOR
0.72286, 2020-2039, gfdl_cm3, Annual Anomaly, JOR
0.47135, 2020-2039, gfdl_esm2g, Annual Anomaly, JOR
0.1871, 2020-2039, inmcm4, Annual Anomaly, JOR
0.18737, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, JOR
0.60534, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, JOR
0.48944, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, JOR
0.35283, 2020-2039, miroc5, Annual Anomaly, JOR
0.10862, 2020-2039, miroc_esm_chem, Annual Anomaly, JOR
0.58539, 2020-2039, miroc_esm, Annual Anomaly, JOR
0.31807, 2020-2039, mpi_esm_mr, Annual Anomaly, JOR
0.03691, 2020-2039, mri_cgcm3, Annual Anomaly, JOR
0.49639, 2020-2039, noresm1_m, Annual Anomaly, JOR
0.18496, 2020-2039, access1_3, Annual Anomaly, KAZ
0.20695, 2020-2039, bcc_csm1_1_m, Annual Anomaly, KAZ
0.10368, 2020-2039, bcc_csm1_1, Annual Anomaly, KAZ
0.31621, 2020-2039, bnu_esm, Annual Anomaly, KAZ
0.38829, 2020-2039, canesm2, Annual Anomaly, KAZ
0.28163, 2020-2039, ccsm4, Annual Anomaly, KAZ
0.1182, 2020-2039, cesm1_bgc, Annual Anomaly, KAZ
0.28457, 2020-2039, cesm1_cam5, Annual Anomaly, KAZ
4.9E-4, 2020-2039, cnrm_cm5, Annual Anomaly, KAZ
0.26678, 2020-2039, csiro_mk3_6_0, Annual Anomaly, KAZ
0.13069, 2020-2039, gfdl_cm3, Annual Anomaly, KAZ
0.03478, 2020-2039, gfdl_esm2g, Annual Anomaly, KAZ
0.14474, 2020-2039, gfdl_esm2m, Annual Anomaly, KAZ
0.06997, 2020-2039, inmcm4, Annual Anomaly, KAZ
0.07962, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, KAZ
0.31386, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, KAZ
0.18684, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, KAZ
0.16499, 2020-2039, miroc5, Annual Anomaly, KAZ
0.18232, 2020-2039, miroc_esm_chem, Annual Anomaly, KAZ
0.13286, 2020-2039, miroc_esm, Annual Anomaly, KAZ
0.21713, 2020-2039, mpi_esm_mr, Annual Anomaly, KAZ
0.13271, 2020-2039, mri_cgcm3, Annual Anomaly, KAZ
0.19336, 2020-2039, noresm1_m, Annual Anomaly, KAZ
0.09949, 2020-2039, access1_3, Annual Anomaly, KEN
0.09821, 2020-2039, bcc_csm1_1_m, Annual Anomaly, KEN
0.01423, 2020-2039, bcc_csm1_1, Annual Anomaly, KEN
0.03487, 2020-2039, bnu_esm, Annual Anomaly, KEN
0.00687, 2020-2039, canesm2, Annual Anomaly, KEN
0.00444, 2020-2039, ccsm4, Annual Anomaly, KEN
0.05191, 2020-2039, cesm1_bgc, Annual Anomaly, KEN
0.03143, 2020-2039, cesm1_cam5, Annual Anomaly, KEN
0.03614, 2020-2039, cnrm_cm5, Annual Anomaly, KEN
0.15092, 2020-2039, csiro_mk3_6_0, Annual Anomaly, KEN
0.1048, 2020-2039, gfdl_cm3, Annual Anomaly, KEN
0.07559, 2020-2039, gfdl_esm2g, Annual Anomaly, KEN
0.02477, 2020-2039, gfdl_esm2m, Annual Anomaly, KEN
0.11747, 2020-2039, inmcm4, Annual Anomaly, KEN
0.06592, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, KEN
0.1316, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, KEN
0.00106, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, KEN
0.31046, 2020-2039, miroc5, Annual Anomaly, KEN
-0.0071, 2020-2039, miroc_esm_chem, Annual Anomaly, KEN
0.05062, 2020-2039, miroc_esm, Annual Anomaly, KEN
0.04749, 2020-2039, mpi_esm_mr, Annual Anomaly, KEN
0.05756, 2020-2039, mri_cgcm3, Annual Anomaly, KEN
0.16149, 2020-2039, noresm1_m, Annual Anomaly, KEN
0.01053, 2020-2039, access1_3, Annual Anomaly, KIR
-0.0526, 2020-2039, bcc_csm1_1, Annual Anomaly, KIR
-0.0026, 2020-2039, cnrm_cm5, Annual Anomaly, KIR
-0.0368, 2020-2039, csiro_mk3_6_0, Annual Anomaly, KIR
0.09473, 2020-2039, gfdl_cm3, Annual Anomaly, KIR
0.00526, 2020-2039, gfdl_esm2g, Annual Anomaly, KIR
-0.05, 2020-2039, inmcm4, Annual Anomaly, KIR
0.1421, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, KIR
0.1421, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, KIR
0.00263, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, KIR
0.14736, 2020-2039, miroc5, Annual Anomaly, KIR
-0.1, 2020-2039, miroc_esm_chem, Annual Anomaly, KIR
0.00263, 2020-2039, mpi_esm_mr, Annual Anomaly, KIR
0.08683, 2020-2039, mri_cgcm3, Annual Anomaly, KIR
0.03678, 2020-2039, access1_3, Annual Anomaly, PRK
0.00321, 2020-2039, bcc_csm1_1_m, Annual Anomaly, PRK
0.0611, 2020-2039, bcc_csm1_1, Annual Anomaly, PRK
0.11517, 2020-2039, bnu_esm, Annual Anomaly, PRK
0.11667, 2020-2039, canesm2, Annual Anomaly, PRK
0.07931, 2020-2039, ccsm4, Annual Anomaly, PRK
0.06282, 2020-2039, cesm1_bgc, Annual Anomaly, PRK
-0.0113, 2020-2039, cesm1_cam5, Annual Anomaly, PRK
0.06091, 2020-2039, cnrm_cm5, Annual Anomaly, PRK
0.12897, 2020-2039, csiro_mk3_6_0, Annual Anomaly, PRK
0.04211, 2020-2039, gfdl_cm3, Annual Anomaly, PRK
0.03979, 2020-2039, gfdl_esm2g, Annual Anomaly, PRK
0.14516, 2020-2039, gfdl_esm2m, Annual Anomaly, PRK
0.03161, 2020-2039, inmcm4, Annual Anomaly, PRK
0.10725, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, PRK
0.1118, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, PRK
0.00753, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, PRK
-0.0081, 2020-2039, miroc5, Annual Anomaly, PRK
0.00621, 2020-2039, miroc_esm_chem, Annual Anomaly, PRK
0.13107, 2020-2039, miroc_esm, Annual Anomaly, PRK
0.01033, 2020-2039, mpi_esm_mr, Annual Anomaly, PRK
0.01875, 2020-2039, mri_cgcm3, Annual Anomaly, PRK
2.4E-4, 2020-2039, noresm1_m, Annual Anomaly, PRK
0.02518, 2020-2039, access1_3, Annual Anomaly, KOR
0.20167, 2020-2039, bcc_csm1_1_m, Annual Anomaly, KOR
0.05625, 2020-2039, bcc_csm1_1, Annual Anomaly, KOR
0.12569, 2020-2039, bnu_esm, Annual Anomaly, KOR
0.10322, 2020-2039, canesm2, Annual Anomaly, KOR
0.06094, 2020-2039, ccsm4, Annual Anomaly, KOR
0.00405, 2020-2039, cesm1_bgc, Annual Anomaly, KOR
-0.0614, 2020-2039, cesm1_cam5, Annual Anomaly, KOR
0.04303, 2020-2039, cnrm_cm5, Annual Anomaly, KOR
0.0555, 2020-2039, csiro_mk3_6_0, Annual Anomaly, KOR
0.00122, 2020-2039, gfdl_cm3, Annual Anomaly, KOR
0.15376, 2020-2039, gfdl_esm2g, Annual Anomaly, KOR
0.02984, 2020-2039, gfdl_esm2m, Annual Anomaly, KOR
-0.0011, 2020-2039, inmcm4, Annual Anomaly, KOR
0.22022, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, KOR
0.33507, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, KOR
-0.0175, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, KOR
0.05174, 2020-2039, miroc5, Annual Anomaly, KOR
-0.0118, 2020-2039, miroc_esm_chem, Annual Anomaly, KOR
0.20801, 2020-2039, miroc_esm, Annual Anomaly, KOR
0.05476, 2020-2039, mpi_esm_mr, Annual Anomaly, KOR
0.05119, 2020-2039, mri_cgcm3, Annual Anomaly, KOR
-0.0552, 2020-2039, noresm1_m, Annual Anomaly, KOR
0.39214, 2020-2039, access1_3, Annual Anomaly, KWT
0.47765, 2020-2039, bcc_csm1_1_m, Annual Anomaly, KWT
0.33805, 2020-2039, bcc_csm1_1, Annual Anomaly, KWT
-0.0339, 2020-2039, bnu_esm, Annual Anomaly, KWT
0.32355, 2020-2039, canesm2, Annual Anomaly, KWT
0.27158, 2020-2039, ccsm4, Annual Anomaly, KWT
0.24072, 2020-2039, cesm1_bgc, Annual Anomaly, KWT
0.1732, 2020-2039, cesm1_cam5, Annual Anomaly, KWT
0.2969, 2020-2039, cnrm_cm5, Annual Anomaly, KWT
0.28703, 2020-2039, csiro_mk3_6_0, Annual Anomaly, KWT
0.48196, 2020-2039, gfdl_cm3, Annual Anomaly, KWT
0.53899, 2020-2039, gfdl_esm2g, Annual Anomaly, KWT
0.07715, 2020-2039, gfdl_esm2m, Annual Anomaly, KWT
0.01803, 2020-2039, inmcm4, Annual Anomaly, KWT
0.82405, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, KWT
0.58703, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, KWT
0.48626, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, KWT
0.29923, 2020-2039, miroc5, Annual Anomaly, KWT
0.05, 2020-2039, miroc_esm_chem, Annual Anomaly, KWT
0.28921, 2020-2039, miroc_esm, Annual Anomaly, KWT
0.53465, 2020-2039, mpi_esm_mr, Annual Anomaly, KWT
0.20506, 2020-2039, mri_cgcm3, Annual Anomaly, KWT
